Time [s]	Altitude [km]	Latitude [deg]	Longitude [deg]	Velocity [m/s]	Temperature [K]	Mass [kg]	Convective Heat [W/m²]	Integrated Heat [J/m²]	Object	Material
2819.971	39.205	-9.381	-70.492	0.314	718.667	1.957	0.95	107.599	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.169	39.156	-9.381	-70.492	0.313	718.309	1.957	0.95	106.464	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.191	39.151	-9.381	-70.492	0.313	718.268	1.957	0.95	53.142	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.214	39.145	-9.381	-70.491	0.313	718.228	1.957	0.95	53.163	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.224	39.143	-9.381	-70.491	0.313	718.21	1.957	0.95	53.176	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.242	39.138	-9.381	-70.491	0.313	718.176	1.957	0.95	53.187	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.269	39.132	-9.381	-70.491	0.313	718.127	1.957	0.95	53.192	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.305	39.123	-9.381	-70.491	0.313	718.063	1.957	0.95	53.228	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.316	39.12	-9.381	-70.491	0.313	718.041	1.957	0.95	53.244	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.327	39.118	-9.381	-70.491	0.313	718.022	1.957	0.95	53.251	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.345	39.113	-9.381	-70.491	0.313	717.99	1.957	0.95	53.256	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.371	39.107	-9.381	-70.491	0.313	717.942	1.957	0.95	53.282	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.38	39.105	-9.381	-70.491	0.313	717.926	1.957	0.95	53.29	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.395	39.101	-9.381	-70.491	0.313	717.899	1.957	0.95	53.295	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.41	39.097	-9.381	-70.491	0.313	717.873	1.957	0.95	53.31	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.419	39.095	-9.381	-70.491	0.313	717.856	1.957	0.95	53.32	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.422	39.094	-9.381	-70.491	0.313	717.849	1.957	0.95	53.314	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.426	39.093	-9.381	-70.491	0.313	717.843	1.957	0.95	53.325	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.436	39.091	-9.381	-70.491	0.313	717.825	1.957	0.95	53.331	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.452	39.087	-9.381	-70.491	0.313	717.797	1.957	0.95	53.335	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.476	39.081	-9.381	-70.491	0.313	717.752	1.957	0.95	53.36	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.482	39.079	-9.381	-70.491	0.313	717.741	1.957	0.95	53.366	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.494	39.077	-9.381	-70.491	0.313	717.721	1.957	0.95	53.37	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.506	39.074	-9.381	-70.491	0.313	717.698	1.957	0.95	53.383	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.517	39.071	-9.381	-70.491	0.313	717.678	1.957	0.95	53.39	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.535	39.066	-9.381	-70.491	0.313	717.646	1.957	0.95	53.395	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.562	39.06	-9.381	-70.491	0.313	717.598	1.957	0.95	53.421	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.569	39.058	-9.381	-70.491	0.313	717.586	1.957	0.95	53.429	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.574	39.057	-9.381	-70.491	0.313	717.575	1.957	0.95	53.435	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.578	39.056	-9.381	-70.491	0.313	717.568	1.957	0.95	53.428	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.582	39.055	-9.381	-70.491	0.313	717.561	1.957	0.95	53.44	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.6	39.05	-9.381	-70.491	0.313	717.528	1.957	0.95	53.45	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.627	39.044	-9.381	-70.491	0.313	717.481	1.957	0.95	53.454	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.661	39.035	-9.381	-70.491	0.313	717.419	1.957	0.95	53.489	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.678	39.031	-9.381	-70.491	0.313	717.388	1.957	0.95	53.509	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.684	39.03	-9.381	-70.491	0.313	717.378	1.957	0.95	53.515	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.69	39.028	-9.381	-70.491	0.313	717.368	1.957	0.95	53.52	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.693	39.027	-9.381	-70.491	0.313	717.361	1.957	0.95	53.513	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.697	39.027	-9.381	-70.491	0.313	717.354	1.957	0.95	53.525	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.715	39.022	-9.381	-70.491	0.313	717.322	1.957	0.95	53.534	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.741	39.016	-9.381	-70.491	0.313	717.275	1.957	0.95	53.539	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.775	39.007	-9.381	-70.49	0.313	717.214	1.957	0.95	53.573	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.796	39.002	-9.381	-70.49	0.313	717.177	1.957	0.95	53.596	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.81	38.999	-9.381	-70.49	0.313	717.152	1.957	0.95	53.605	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.831	38.994	-9.381	-70.49	0.313	717.114	1.957	0.95	53.61	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.861	38.986	-9.381	-70.49	0.313	717.061	1.957	0.95	53.639	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.877	38.982	-9.381	-70.49	0.313	717.032	1.957	0.95	53.657	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.881	38.981	-9.381	-70.49	0.313	717.024	1.957	0.95	53.662	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.89	38.979	-9.381	-70.49	0.313	717.009	1.957	0.95	53.665	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.901	38.976	-9.381	-70.49	0.313	716.988	1.957	0.95	53.676	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.911	38.974	-9.381	-70.49	0.313	716.97	1.957	0.95	53.682	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.928	38.969	-9.381	-70.49	0.313	716.939	1.957	0.95	53.687	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.954	38.963	-9.381	-70.49	0.313	716.893	1.957	0.95	53.712	636de29e-d481-433b-81dd-49c440d46a45	unknown
2820.988	38.955	-9.381	-70.49	0.313	716.833	1.957	0.95	53.731	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.031	38.944	-9.381	-70.49	0.313	716.756	1.957	0.95	53.733	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.088	38.93	-9.381	-70.49	0.313	716.654	1.957	0.95	53.79	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.146	38.915	-9.381	-70.49	0.313	716.55	1.957	0.95	53.848	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.168	38.91	-9.381	-70.49	0.313	716.512	1.957	0.95	53.875	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.172	38.909	-9.381	-70.49	0.313	716.505	1.957	0.95	53.879	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.18	38.907	-9.381	-70.49	0.313	716.491	1.957	0.95	53.882	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.19	38.905	-9.381	-70.49	0.313	716.472	1.957	0.95	53.892	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.195	38.903	-9.381	-70.49	0.313	716.463	1.957	0.95	53.897	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.2	38.902	-9.381	-70.49	0.313	716.454	1.957	0.95	53.902	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.205	38.901	-9.381	-70.49	0.313	716.447	1.957	0.95	53.904	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.213	38.899	-9.381	-70.49	0.313	716.432	1.957	0.95	53.907	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.224	38.896	-9.381	-70.49	0.313	716.413	1.957	0.95	53.917	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.243	38.891	-9.381	-70.49	0.313	716.378	1.957	0.95	53.928	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.27	38.885	-9.381	-70.49	0.313	716.33	1.957	0.95	53.931	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.313	38.874	-9.381	-70.49	0.313	716.255	1.957	0.95	53.972	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.346	38.866	-9.381	-70.49	0.313	716.196	1.957	0.95	54.007	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.353	38.864	-9.381	-70.489	0.313	716.184	1.957	0.95	54.015	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.358	38.863	-9.381	-70.489	0.313	716.174	1.957	0.95	54.02	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.362	38.862	-9.381	-70.489	0.313	716.167	1.957	0.95	54.023	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.366	38.861	-9.381	-70.489	0.313	716.16	1.957	0.95	54.027	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.37	38.86	-9.381	-70.489	0.313	716.153	1.957	0.95	54.029	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.378	38.858	-9.381	-70.489	0.313	716.139	1.957	0.95	54.032	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.393	38.854	-9.381	-70.489	0.313	716.112	1.957	0.95	54.046	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.397	38.853	-9.381	-70.489	0.313	716.105	1.957	0.95	54.04	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.401	38.852	-9.381	-70.489	0.313	716.098	1.957	0.95	54.052	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.408	38.85	-9.381	-70.489	0.313	716.086	1.957	0.95	54.056	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.413	38.849	-9.381	-70.489	0.313	716.077	1.957	0.95	54.061	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.417	38.848	-9.381	-70.489	0.313	716.071	1.957	0.95	54.064	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.42	38.847	-9.381	-70.489	0.313	716.064	1.957	0.95	54.068	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.424	38.846	-9.381	-70.489	0.313	716.057	1.957	0.95	54.065	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.428	38.845	-9.381	-70.489	0.313	716.051	1.957	0.95	54.072	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.435	38.844	-9.381	-70.489	0.313	716.039	1.957	0.95	54.078	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.438	38.843	-9.381	-70.489	0.313	716.032	1.957	0.95	54.07	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.442	38.842	-9.381	-70.489	0.313	716.025	1.957	0.95	54.083	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.449	38.84	-9.381	-70.489	0.313	716.013	1.957	0.95	54.088	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.454	38.839	-9.381	-70.489	0.313	716.004	1.957	0.95	54.093	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.46	38.838	-9.381	-70.489	0.313	715.995	1.957	0.95	54.097	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.465	38.836	-9.381	-70.489	0.313	715.985	1.957	0.95	54.101	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.47	38.835	-9.381	-70.489	0.313	715.976	1.957	0.95	54.104	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.48	38.833	-9.381	-70.489	0.313	715.959	1.957	0.95	54.107	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.497	38.828	-9.381	-70.489	0.313	715.928	1.957	0.95	54.123	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.504	38.826	-9.381	-70.489	0.313	715.916	1.957	0.95	54.13	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.509	38.825	-9.381	-70.489	0.313	715.907	1.957	0.95	54.135	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.513	38.824	-9.381	-70.489	0.313	715.9	1.957	0.95	54.132	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.517	38.823	-9.381	-70.489	0.313	715.894	1.957	0.95	54.139	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.524	38.821	-9.381	-70.489	0.313	715.88	1.957	0.95	54.146	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.528	38.821	-9.381	-70.489	0.313	715.874	1.957	0.95	54.139	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.531	38.82	-9.381	-70.489	0.313	715.868	1.957	0.95	54.151	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.538	38.818	-9.381	-70.489	0.313	715.856	1.957	0.95	54.155	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.544	38.817	-9.381	-70.489	0.313	715.846	1.957	0.95	54.16	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.549	38.815	-9.381	-70.489	0.313	715.836	1.957	0.95	54.165	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.555	38.814	-9.381	-70.489	0.313	715.826	1.957	0.95	54.169	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.559	38.813	-9.381	-70.489	0.313	715.819	1.957	0.95	54.167	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.563	38.812	-9.381	-70.489	0.313	715.812	1.957	0.95	54.174	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.571	38.81	-9.381	-70.489	0.313	715.799	1.957	0.95	54.181	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.575	38.809	-9.381	-70.489	0.312	715.79	1.957	0.95	54.184	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.584	38.806	-9.381	-70.489	0.312	715.774	1.957	0.95	54.187	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.601	38.802	-9.381	-70.489	0.312	715.745	1.957	0.95	54.202	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.606	38.801	-9.381	-70.489	0.312	715.735	1.957	0.95	54.208	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.612	38.8	-9.381	-70.489	0.312	715.726	1.957	0.95	54.213	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.616	38.798	-9.381	-70.489	0.312	715.718	1.957	0.95	54.216	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.621	38.797	-9.381	-70.489	0.312	715.71	1.957	0.95	54.22	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.625	38.796	-9.381	-70.489	0.312	715.703	1.957	0.95	54.217	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.628	38.795	-9.381	-70.489	0.312	715.696	1.957	0.95	54.224	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.636	38.794	-9.381	-70.489	0.312	715.683	1.957	0.95	54.231	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.641	38.792	-9.381	-70.489	0.312	715.675	1.957	0.95	54.234	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.65	38.79	-9.381	-70.489	0.312	715.659	1.957	0.95	54.237	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.666	38.786	-9.381	-70.489	0.312	715.629	1.957	0.95	54.252	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.692	38.78	-9.381	-70.489	0.312	715.585	1.957	0.95	54.265	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.725	38.771	-9.381	-70.489	0.312	715.526	1.957	0.95	54.266	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.774	38.759	-9.381	-70.489	0.312	715.44	1.957	0.95	54.312	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.826	38.746	-9.381	-70.489	0.312	715.349	1.957	0.95	54.363	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.85	38.74	-9.381	-70.489	0.312	715.307	1.957	0.95	54.39	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.86	38.737	-9.381	-70.489	0.312	715.289	1.957	0.95	54.402	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.878	38.733	-9.381	-70.489	0.312	715.257	1.957	0.95	54.41	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.904	38.726	-9.381	-70.489	0.312	715.212	1.957	0.95	54.412	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.945	38.716	-9.381	-70.488	0.312	715.14	1.957	0.95	54.45	636de29e-d481-433b-81dd-49c440d46a45	unknown
2821.991	38.705	-9.381	-70.488	0.312	715.06	1.957	0.95	54.494	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.01	38.7	-9.381	-70.488	0.312	715.027	1.957	0.95	54.516	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.014	38.699	-9.381	-70.488	0.312	715.02	1.957	0.95	54.52	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.017	38.698	-9.381	-70.488	0.312	715.014	1.957	0.95	54.524	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.021	38.697	-9.381	-70.488	0.312	715.007	1.957	0.95	54.526	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.025	38.696	-9.381	-70.488	0.312	715.0	1.957	0.95	54.53	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.029	38.695	-9.381	-70.488	0.312	714.994	1.957	0.95	54.532	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.033	38.694	-9.381	-70.488	0.312	714.987	1.957	0.95	54.535	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.037	38.693	-9.381	-70.488	0.312	714.98	1.957	0.95	54.538	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.04	38.692	-9.381	-70.488	0.312	714.974	1.957	0.95	54.541	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.044	38.691	-9.381	-70.488	0.312	714.967	1.957	0.95	54.544	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.048	38.69	-9.381	-70.488	0.312	714.96	1.957	0.95	54.547	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.052	38.689	-9.381	-70.488	0.312	714.954	1.957	0.95	54.551	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.055	38.688	-9.381	-70.488	0.312	714.947	1.957	0.95	54.543	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.059	38.688	-9.381	-70.488	0.312	714.941	1.957	0.95	54.554	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.068	38.685	-9.381	-70.488	0.312	714.925	1.957	0.95	54.563	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.072	38.684	-9.381	-70.488	0.312	714.919	1.957	0.95	54.555	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.075	38.684	-9.381	-70.488	0.312	714.913	1.957	0.95	54.567	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.084	38.681	-9.381	-70.488	0.312	714.897	1.957	0.95	54.575	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.088	38.68	-9.381	-70.488	0.312	714.891	1.957	0.95	54.568	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.091	38.679	-9.381	-70.488	0.312	714.885	1.957	0.95	54.579	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.1	38.677	-9.381	-70.488	0.312	714.869	1.957	0.95	54.587	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.104	38.676	-9.381	-70.488	0.312	714.863	1.957	0.95	54.58	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.107	38.675	-9.381	-70.488	0.312	714.857	1.957	0.95	54.592	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.116	38.673	-9.381	-70.488	0.312	714.842	1.957	0.95	54.599	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.122	38.672	-9.381	-70.488	0.312	714.831	1.957	0.95	54.603	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.133	38.669	-9.381	-70.488	0.312	714.812	1.957	0.95	54.605	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.156	38.663	-9.381	-70.488	0.312	714.772	1.957	0.95	54.626	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.17	38.66	-9.381	-70.488	0.312	714.748	1.957	0.95	54.64	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.181	38.657	-9.381	-70.488	0.312	714.728	1.957	0.95	54.646	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.199	38.652	-9.381	-70.488	0.312	714.698	1.957	0.95	54.649	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.23	38.645	-9.381	-70.488	0.312	714.643	1.957	0.95	54.677	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.269	38.635	-9.381	-70.488	0.312	714.576	1.957	0.95	54.713	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.275	38.633	-9.381	-70.488	0.312	714.564	1.957	0.95	54.723	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.279	38.632	-9.381	-70.488	0.312	714.557	1.957	0.95	54.726	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.287	38.63	-9.381	-70.488	0.312	714.544	1.957	0.95	54.728	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.305	38.626	-9.381	-70.488	0.312	714.513	1.957	0.95	54.743	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.312	38.624	-9.381	-70.488	0.312	714.5	1.957	0.95	54.752	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.317	38.623	-9.381	-70.488	0.312	714.492	1.957	0.95	54.754	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.325	38.621	-9.381	-70.488	0.312	714.477	1.957	0.95	54.756	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.345	38.616	-9.381	-70.488	0.312	714.443	1.957	0.95	54.774	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.358	38.612	-9.381	-70.488	0.312	714.42	1.957	0.95	54.787	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.362	38.611	-9.381	-70.488	0.312	714.414	1.957	0.95	54.78	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.365	38.61	-9.381	-70.488	0.312	714.408	1.957	0.95	54.792	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.376	38.608	-9.381	-70.488	0.312	714.389	1.957	0.95	54.801	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.381	38.606	-9.381	-70.488	0.312	714.38	1.957	0.95	54.805	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.391	38.604	-9.381	-70.488	0.312	714.364	1.957	0.95	54.807	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.411	38.599	-9.381	-70.488	0.312	714.329	1.957	0.95	54.825	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.424	38.596	-9.381	-70.488	0.312	714.306	1.957	0.95	54.838	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.429	38.594	-9.381	-70.488	0.312	714.297	1.957	0.95	54.842	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.434	38.593	-9.381	-70.488	0.312	714.288	1.957	0.95	54.847	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.44	38.592	-9.381	-70.488	0.312	714.279	1.957	0.95	54.851	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.447	38.59	-9.381	-70.488	0.312	714.267	1.957	0.95	54.855	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.459	38.587	-9.381	-70.488	0.312	714.245	1.957	0.95	54.857	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.515	38.573	-9.381	-70.488	0.312	714.149	1.957	0.95	54.904	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.521	38.571	-9.381	-70.488	0.312	714.137	1.957	0.95	54.913	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.533	38.568	-9.381	-70.488	0.312	714.117	1.957	0.95	54.915	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.587	38.555	-9.381	-70.487	0.312	714.024	1.957	0.95	54.96	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.607	38.55	-9.381	-70.487	0.312	713.99	1.957	0.95	54.974	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.635	38.542	-9.381	-70.487	0.312	713.941	1.957	0.95	54.973	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.761	38.511	-9.381	-70.487	0.312	713.724	1.957	0.95	55.079	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.8	38.501	-9.381	-70.487	0.312	713.656	1.957	0.95	55.126	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.822	38.495	-9.381	-70.487	0.312	713.62	1.957	0.95	55.148	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.835	38.492	-9.381	-70.487	0.312	713.597	1.957	0.95	55.161	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.842	38.49	-9.381	-70.487	0.312	713.585	1.957	0.95	55.165	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.854	38.487	-9.381	-70.487	0.312	713.564	1.957	0.95	55.166	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.907	38.473	-9.381	-70.487	0.312	713.472	1.957	0.95	55.211	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.928	38.468	-9.381	-70.487	0.312	713.438	1.957	0.95	55.233	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.94	38.465	-9.381	-70.487	0.312	713.415	1.957	0.95	55.24	636de29e-d481-433b-81dd-49c440d46a45	unknown
2822.96	38.46	-9.381	-70.487	0.312	713.382	1.957	0.95	55.24	636de29e-d481-433b-81dd-49c440d46a45	unknown
2823.049	38.437	-9.381	-70.487	0.312	713.229	1.957	0.95	55.314	636de29e-d481-433b-81dd-49c440d46a45	unknown
2823.129	38.417	-9.381	-70.487	0.312	713.092	1.957	0.95	55.387	636de29e-d481-433b-81dd-49c440d46a45	unknown
2823.134	38.416	-9.381	-70.487	0.312	713.083	1.957	0.95	55.398	636de29e-d481-433b-81dd-49c440d46a45	unknown
2823.144	38.413	-9.381	-70.487	0.312	713.067	1.957	0.95	55.399	636de29e-d481-433b-81dd-49c440d46a45	unknown
2823.187	38.402	-9.381	-70.486	0.312	712.993	1.957	0.95	55.434	636de29e-d481-433b-81dd-49c440d46a45	unknown
2823.209	38.397	-9.381	-70.486	0.312	712.956	1.957	0.95	55.456	636de29e-d481-433b-81dd-49c440d46a45	unknown
2823.218	38.394	-9.381	-70.486	0.312	712.94	1.957	0.95	55.466	636de29e-d481-433b-81dd-49c440d46a45	unknown
2823.235	38.39	-9.381	-70.486	0.312	712.911	1.957	0.95	55.473	636de29e-d481-433b-81dd-49c440d46a45	unknown
2823.26	38.384	-9.381	-70.486	0.312	712.869	1.957	0.95	55.471	636de29e-d481-433b-81dd-49c440d46a45	unknown
